hidden_state_method,n_records,n_train,n_validation,n_test,positive_rate_all,split_mode,calibration_status,raw_ece,probe_ece,conservative_ece,calibrated_ece,raw_brier,probe_brier,conservative_brier,calibrated_brier,raw_mce,probe_mce,conservative_mce,calibrated_mce,raw_wrong_conf_ge_0_8,probe_wrong_conf_ge_0_8,conservative_wrong_conf_ge_0_8,calibrated_wrong_conf_ge_0_8
answer_mean,1000,650,150,200,0.493,record,fitted_on_validation_scores,0.3168565231878469,0.2073197726957346,0.15765352055025275,0.04466933187255227,0.2891792605167781,0.22063765774236807,0.20116561737108754,0.17910571633745523,0.5677124346719619,0.6954724037751225,0.6954724037751225,0.1100154320417416,44,17,11,4
