hidden_state_method,n_records,n_train,n_test,positive_rate_all,raw_ece,probe_ece,raw_brier,probe_brier,raw_mce,probe_mce
answer_last,100,65,35,0.91,0.30154668930877443,0.13628051729852886,0.18326885375917434,0.10579441151947616,0.6029596152236215,0.5655204262960911
