hidden_state_method,n_records,n_train,n_validation,n_test,positive_rate_all,split_mode,calibration_status,raw_ece,probe_ece,conservative_ece,calibrated_ece,raw_brier,probe_brier,conservative_brier,calibrated_brier,raw_mce,probe_mce,conservative_mce,calibrated_mce,raw_wrong_conf_ge_0_8,probe_wrong_conf_ge_0_8,conservative_wrong_conf_ge_0_8,calibrated_wrong_conf_ge_0_8
answer_mean,1000,650,150,200,0.145,record,fitted_on_validation_scores,0.35402788554176917,0.1536514982526594,0.10973978470490615,0.2714525132555989,0.25457611227420285,0.16341830020977743,0.1311997938506461,0.20444687482083954,0.5201313618499708,0.570993645613251,0.34002112150275154,0.3656600218040337,9,12,1,3
