hidden_state_method,n_records,n_train,n_validation,n_test,positive_rate_all,split_mode,calibration_status,raw_ece,probe_ece,conservative_ece,calibrated_ece,raw_brier,probe_brier,conservative_brier,calibrated_brier,raw_mce,probe_mce,conservative_mce,calibrated_mce,raw_wrong_conf_ge_0_8,probe_wrong_conf_ge_0_8,conservative_wrong_conf_ge_0_8,calibrated_wrong_conf_ge_0_8
answer_mean,1000,650,150,200,0.952,record,fitted_on_validation_scores,0.03832357490119614,0.056162445975875296,0.03409268829848641,0.36279852194673895,0.0539940631298646,0.06077653653845294,0.05153021695747673,0.20075825798295724,0.6546099210622672,0.6147313708955415,0.6147313708955415,0.9152151529816814,11,10,7,0
