hidden_state_method,n_records,n_train,n_validation,n_test,positive_rate_all,split_mode,calibration_status,raw_ece,probe_ece,conservative_ece,calibrated_ece,raw_brier,probe_brier,conservative_brier,calibrated_brier,raw_mce,probe_mce,conservative_mce,calibrated_mce,raw_wrong_conf_ge_0_8,probe_wrong_conf_ge_0_8,conservative_wrong_conf_ge_0_8,calibrated_wrong_conf_ge_0_8
answer_mean,1000,650,150,200,0.729,record,fitted_on_validation_scores,0.1544639626061719,0.216636585862726,0.14756984085991534,0.19884414490264213,0.20786689246268988,0.22343796923495257,0.19388808528779997,0.2234081370221461,0.5384601989454894,0.6498929182838862,0.6498929182838862,0.3063538968544165,31,23,11,0
