hidden_state_method,n_records,n_train,n_test,positive_rate_all,raw_ece,probe_ece,raw_brier,probe_brier,raw_mce,probe_mce
answer_mean,20,13,7,0.9,0.3908647219410438,0.14010032242646986,0.1617538722829525,0.1423952618293172,0.479317041940428,0.14010032242646986
