signal,accuracy_at_0_5,ece,mce,brier,wrong_conf_ge_0_8,wrong_conf_ge_0_9,auc
raw_generation_confidence,0.66,0.23897863108403392,0.31789896156341446,0.2810621643240196,62,33,0.5344251336898396
raw_temperature_scaled_confidence,0.66,0.02166070277790361,0.18357349771943343,0.22229097571398296,0,0,0.5344251336898396
raw_platt_confidence,0.66,0.025662462293860523,0.40568221469327115,0.22463751198481335,0,0,0.5344251336898396
raw_isotonic_confidence,0.65,0.050653846153846195,1.0,0.23108909551986476,5,3,0.5516377005347594
raw_platt_conservative_confidence,0.66,0.025662462293860523,0.40568221469327115,0.22463751198481335,0,0,0.5344251336898396
raw_isotonic_conservative_confidence,0.65,0.049463909881083866,1.0,0.23065389941099682,5,3,0.5526403743315508
tcl_v0_probe_confidence,0.835,0.14201906166767625,0.5901339396162274,0.13673953373771142,12,11,0.9004010695187166
tcl_v0_conservative_confidence,0.835,0.12112506752930503,0.5901339396162274,0.13415980894089724,10,5,0.8830213903743316
tcl_v0_calibrated_confidence,0.8,0.11713384851549681,0.4607477671767623,0.12587061111437783,5,1,0.9004010695187166
