hidden_state_method,n_records,n_train,n_validation,n_test,positive_rate_all,split_mode,calibration_status,raw_ece,probe_ece,conservative_ece,calibrated_ece,raw_brier,probe_brier,conservative_brier,calibrated_brier,raw_mce,probe_mce,conservative_mce,calibrated_mce,raw_wrong_conf_ge_0_8,probe_wrong_conf_ge_0_8,conservative_wrong_conf_ge_0_8,calibrated_wrong_conf_ge_0_8
answer_mean,1000,650,150,200,0.224,record,fitted_on_validation_scores,0.5764265596376102,0.19113579596452218,0.17501330168157467,0.21638931860110158,0.4922919812216266,0.20626916981432453,0.18839819782165576,0.1997225038056823,0.6561506953098817,0.6961791705279854,0.6961791705279854,0.44350779463166656,80,17,10,6
