hidden_state_method,n_records,n_train,n_validation,n_test,positive_rate_all,split_mode,calibration_status,raw_ece,probe_ece,conservative_ece,calibrated_ece,raw_brier,probe_brier,conservative_brier,calibrated_brier,raw_mce,probe_mce,conservative_mce,calibrated_mce,raw_wrong_conf_ge_0_8,probe_wrong_conf_ge_0_8,conservative_wrong_conf_ge_0_8,calibrated_wrong_conf_ge_0_8
answer_mean,1000,650,150,200,0.647,record,fitted_on_validation_scores,0.248978631084034,0.14201906166767633,0.12112506752930503,0.11713384851549678,0.2909880753764364,0.13643604447357074,0.13385631967675657,0.12345447759685932,0.31789896156341446,0.5901339396162275,0.5901339396162275,0.4607477671767623,64,13,11,5
